siteName,theme,industry,colorScheme,localDesign,referoUrl
Orderandmovement,light,design,light,docs/refero/styles/orderandmovement-d2c077d3/DESIGN.md,https://styles.refero.design/style/d2c077d3-d9ce-40c5-9714-e3c5f69f67d6
Julia Krantz,dark,agency,dark,docs/refero/styles/julia-krantz-92857b05/DESIGN.md,https://styles.refero.design/style/92857b05-1c01-4c7a-b196-beb4e4871998
Bastien Allard,light,design,light,docs/refero/styles/bastien-allard-3d126fb1/DESIGN.md,https://styles.refero.design/style/3d126fb1-a7f2-439d-be96-04e4bacee8b1
VSCO®,light,media,light,docs/refero/styles/vsco-759c0588/DESIGN.md,https://styles.refero.design/style/759c0588-ea22-44c1-a1cf-42cb81eb6cb0
Expo,light,devtools,light,docs/refero/styles/expo-b054773d/DESIGN.md,https://styles.refero.design/style/b054773d-2d14-4a35-b366-81b4ac00f171
Apollographql,mixed,devtools,both,docs/refero/styles/apollographql-65b30976/DESIGN.md,https://styles.refero.design/style/65b30976-3663-40b2-8751-7a360ba74539
Philipp Antoni,dark,agency,dark,docs/refero/styles/philipp-antoni-0f51bb51/DESIGN.md,https://styles.refero.design/style/0f51bb51-f4fa-479d-a748-9f996fb11a40
OPX Studio,dark,agency,dark,docs/refero/styles/opx-studio-bd395e2e/DESIGN.md,https://styles.refero.design/style/bd395e2e-58a8-4626-acfa-9be8d6cdf604
Busy Bee Honey,light,ecommerce,light,docs/refero/styles/busy-bee-honey-9836e7c2/DESIGN.md,https://styles.refero.design/style/9836e7c2-ac8e-453d-bdef-2677eb078d59
Home,dark,other,dark,docs/refero/styles/home-604af0f7/DESIGN.md,https://styles.refero.design/style/604af0f7-b4c3-4921-93af-9da03df81493
Josephmark,light,design,light,docs/refero/styles/josephmark-58c0af12/DESIGN.md,https://styles.refero.design/style/58c0af12-8706-428f-8282-482d57d7b90e
Bryn Taylor,light,design,light,docs/refero/styles/bryn-taylor-5297b1bf/DESIGN.md,https://styles.refero.design/style/5297b1bf-5001-4421-83ca-cc327877c858
Liron Moran Interiors,dark,design,dark,docs/refero/styles/liron-moran-interiors-43400d73/DESIGN.md,https://styles.refero.design/style/43400d73-ca89-4750-8fa6-78cd2c661943
Programa,light,design,light,docs/refero/styles/programa-41af8353/DESIGN.md,https://styles.refero.design/style/41af8353-6a8f-416d-947b-57932f591497
Craft,light,agency,light,docs/refero/styles/craft-329075e8/DESIGN.md,https://styles.refero.design/style/329075e8-97ed-4722-8952-d9bf001de233
Posthuman,dark,design,dark,docs/refero/styles/posthuman-99820c01/DESIGN.md,https://styles.refero.design/style/99820c01-a9a7-40a4-9d73-8c75b19e7e91
Aplós,mixed,ecommerce,both,docs/refero/styles/aplos-765e6ba8/DESIGN.md,https://styles.refero.design/style/765e6ba8-af87-4519-afb7-774ceedc463d
Homerun,light,saas,light,docs/refero/styles/homerun-721d4954/DESIGN.md,https://styles.refero.design/style/721d4954-389e-4003-91e3-efff373f0f0f
MA Quilts,light,design,light,docs/refero/styles/ma-quilts-6d4ef8f4/DESIGN.md,https://styles.refero.design/style/6d4ef8f4-badd-4e3c-a168-0cc89c833b26
Google,dark,ai,dark,docs/refero/styles/google-472efe17/DESIGN.md,https://styles.refero.design/style/472efe17-8f2b-4e54-81c9-ccd956d0a519
Maja Cerar,light,design,light,docs/refero/styles/maja-cerar-40ebe3dc/DESIGN.md,https://styles.refero.design/style/40ebe3dc-c1dc-4fc1-aa85-552f0bcf7edb
Spazio Maiocchi,dark,media,dark,docs/refero/styles/spazio-maiocchi-fc0a9d9e/DESIGN.md,https://styles.refero.design/style/fc0a9d9e-558b-452a-970c-a9f4080211b4
The Pop Manifesto,dark,media,dark,docs/refero/styles/the-pop-manifesto-80913fb2/DESIGN.md,https://styles.refero.design/style/80913fb2-60ee-4d6c-b2c8-17600351096a
WOUQ,light,agency,light,docs/refero/styles/wouq-4fc87190/DESIGN.md,https://styles.refero.design/style/4fc87190-9783-4a85-bdc1-35800a2ec690
Standard Projects,light,other,light,docs/refero/styles/standard-projects-3eae6f8d/DESIGN.md,https://styles.refero.design/style/3eae6f8d-fa39-433f-b872-745c6dd0cb79
MZA,light,media,light,docs/refero/styles/mza-12685872/DESIGN.md,https://styles.refero.design/style/12685872-a92e-49db-960c-4d3d03b1353b
George Hatton,light,design,light,docs/refero/styles/george-hatton-09d867ed/DESIGN.md,https://styles.refero.design/style/09d867ed-35b5-4758-a00b-d6e4a8235c06
Perplexity AI,light,ai,light,docs/refero/styles/perplexity-ai-e9fff87a/DESIGN.md,https://styles.refero.design/style/e9fff87a-63ce-4c19-840f-98233db62f58
Michael Speichert,dark,design,dark,docs/refero/styles/michael-speichert-4ba6652c/DESIGN.md,https://styles.refero.design/style/4ba6652c-56f1-4bd5-9e2f-9b64a30d66a8
Prisma,light,devtools,light,docs/refero/styles/prisma-8e9e585f/DESIGN.md,https://styles.refero.design/style/8e9e585f-5ad4-4273-8418-e1f82cdb51cf
Oatly,light,other,light,docs/refero/styles/oatly-bb09f629/DESIGN.md,https://styles.refero.design/style/bb09f629-517a-4f74-93f2-26a55ffa9e13
Dezeen,light,media,light,docs/refero/styles/dezeen-9e2dceb8/DESIGN.md,https://styles.refero.design/style/9e2dceb8-0c87-45db-8830-9df961b02b32
OFFFICE :,dark,agency,dark,docs/refero/styles/offfice-190d4a0b/DESIGN.md,https://styles.refero.design/style/190d4a0b-0353-4fc8-be09-affa6e977146
FORA,light,agency,light,docs/refero/styles/fora-9929101b/DESIGN.md,https://styles.refero.design/style/9929101b-90d4-4306-bc4a-4d8f65b527f5
until,light,other,light,docs/refero/styles/until-ded6d7c4/DESIGN.md,https://styles.refero.design/style/ded6d7c4-2801-45f4-8b8a-089f1b37842d
My Brentano,light,ecommerce,light,docs/refero/styles/my-brentano-d211aaa4/DESIGN.md,https://styles.refero.design/style/d211aaa4-e09b-4ef9-a9bf-f6fa8495de73
Ayaka B. Ito,light,design,light,docs/refero/styles/ayaka-b-ito-8ac43b3b/DESIGN.md,https://styles.refero.design/style/8ac43b3b-7139-4777-bc77-217614e01e89
Smiling Wolf,light,agency,light,docs/refero/styles/smiling-wolf-75be52f8/DESIGN.md,https://styles.refero.design/style/75be52f8-4dbe-45da-9a0e-a11bc92f6927
Guglieri,dark,design,dark,docs/refero/styles/guglieri-5b7ecaf1/DESIGN.md,https://styles.refero.design/style/5b7ecaf1-de2d-4fb9-9995-9f0665e77862
12th Berlin Biennale for Contemporary Art,light,design,light,docs/refero/styles/12th-berlin-biennale-for-contemporary-art-1c2d4a33/DESIGN.md,https://styles.refero.design/style/1c2d4a33-7ee4-4b61-a77e-dab91631d19b
Kalstore®,light,ecommerce,light,docs/refero/styles/kalstore-e854a4f7/DESIGN.md,https://styles.refero.design/style/e854a4f7-4243-44a7-92e2-e22db22bef1b
IKEA,light,ecommerce,light,docs/refero/styles/ikea-e7b37c82/DESIGN.md,https://styles.refero.design/style/e7b37c82-239c-48d5-b293-79a2bfa235cc
SuperHi Basic Income,light,other,light,docs/refero/styles/superhi-basic-income-e57d9536/DESIGN.md,https://styles.refero.design/style/e57d9536-22a7-49db-8bd4-4306d8927ec3
Erno Forsström,light,design,light,docs/refero/styles/erno-forsstrom-cffa5959/DESIGN.md,https://styles.refero.design/style/cffa5959-4283-41d2-ad11-bada2d731419
GUSTAVO Faria ©,light,design,light,docs/refero/styles/gustavo-faria-cd3546fc/DESIGN.md,https://styles.refero.design/style/cd3546fc-b6d0-4ec9-8624-580549af347d
Beau,light,saas,light,docs/refero/styles/beau-c73ba3d8/DESIGN.md,https://styles.refero.design/style/c73ba3d8-42fe-4d53-bec1-b6643949c582
V–A–C Sreda,light,media,light,docs/refero/styles/v-a-c-sreda-b634cbce/DESIGN.md,https://styles.refero.design/style/b634cbce-b4db-44a6-b2a4-b58d9d2fe93d
Buzz Usborne,light,design,light,docs/refero/styles/buzz-usborne-b4f05d63/DESIGN.md,https://styles.refero.design/style/b4f05d63-a3b3-416e-b1ab-8152f1ee7632
Simon Rogers,light,design,light,docs/refero/styles/simon-rogers-8f2285eb/DESIGN.md,https://styles.refero.design/style/8f2285eb-d6b3-4221-8b46-ef9727c49431
Lama Lama,dark,agency,dark,docs/refero/styles/lama-lama-8e26bf8a/DESIGN.md,https://styles.refero.design/style/8e26bf8a-44b8-4fe1-9b4b-188dd5827c0f
RainbowKit,dark,devtools,dark,docs/refero/styles/rainbowkit-7421c174/DESIGN.md,https://styles.refero.design/style/7421c174-a1b1-4695-a9e7-a82dc6f5ea3b
Zikd,dark,other,dark,docs/refero/styles/zikd-5e047af6/DESIGN.md,https://styles.refero.design/style/5e047af6-228d-4de1-b008-6fe88c547a47
Myrch Club,light,other,light,docs/refero/styles/myrch-club-528683fb/DESIGN.md,https://styles.refero.design/style/528683fb-6b17-4fc6-b37e-d831ee1b20e2
Rubenwyttenbach,dark,design,dark,docs/refero/styles/rubenwyttenbach-4d00d5f8/DESIGN.md,https://styles.refero.design/style/4d00d5f8-a156-41d0-80aa-558bd461235e
Ryan Stephen,light,design,light,docs/refero/styles/ryan-stephen-4080f6e4/DESIGN.md,https://styles.refero.design/style/4080f6e4-e61c-4d3c-ab93-de74a1b5dfc2
Thehiddenjoboffer,dark,other,dark,docs/refero/styles/thehiddenjoboffer-35f96e5f/DESIGN.md,https://styles.refero.design/style/35f96e5f-f48a-4158-be2f-293a45c81fa3
informed Copilot,light,ai,light,docs/refero/styles/informed-copilot-1ee070cd/DESIGN.md,https://styles.refero.design/style/1ee070cd-3be5-4efb-aa4f-06bce9eb5fe4
Regisgrumberg,dark,design,dark,docs/refero/styles/regisgrumberg-1a2ca4fb/DESIGN.md,https://styles.refero.design/style/1a2ca4fb-1087-4fd0-83ba-590bc63f54ee
Felt,dark,saas,dark,docs/refero/styles/felt-127a4efb/DESIGN.md,https://styles.refero.design/style/127a4efb-685c-42c3-83eb-72bb410a8429
©Public Image,light,design,light,docs/refero/styles/public-image-0884c01f/DESIGN.md,https://styles.refero.design/style/0884c01f-9239-4c3f-83ef-b2a2cf8fe061
skiff.com,light,productivity,light,docs/refero/styles/skiff-com-eb68b482/DESIGN.md,https://styles.refero.design/style/eb68b482-e9c5-4e82-90df-a1f37f28ac2f
Awwwards,light,design,light,docs/refero/styles/awwwards-a77a7289/DESIGN.md,https://styles.refero.design/style/a77a7289-3438-46ba-8194-214739e47514
Hashnode,light,media,light,docs/refero/styles/hashnode-6a8bf4c2/DESIGN.md,https://styles.refero.design/style/6a8bf4c2-8cf2-463a-bcb9-36c15ea177c2
Krisp,light,productivity,light,docs/refero/styles/krisp-3b3fa99e/DESIGN.md,https://styles.refero.design/style/3b3fa99e-cee4-41f3-ac26-777b4b6a8b12
Vectary,light,design,light,docs/refero/styles/vectary-dfe5faa4/DESIGN.md,https://styles.refero.design/style/dfe5faa4-a108-45a8-a68c-ed19be2db766
Secure,light,productivity,light,docs/refero/styles/secure-7942590d/DESIGN.md,https://styles.refero.design/style/7942590d-b11b-4cfb-8fe8-945b3867d865
Kons,light,saas,light,docs/refero/styles/kons-0f5316b8/DESIGN.md,https://styles.refero.design/style/0f5316b8-7e37-4e11-aae9-5fb6391739ed
Figma,light,design,light,docs/refero/styles/figma-5fd3b3b4/DESIGN.md,https://styles.refero.design/style/5fd3b3b4-02ab-456a-87aa-e4395636b671
Octaevo,light,ecommerce,light,docs/refero/styles/octaevo-c773d644/DESIGN.md,https://styles.refero.design/style/c773d644-4d72-4532-a6cd-50d80f595a61
Kippo,dark,other,dark,docs/refero/styles/kippo-917048a3/DESIGN.md,https://styles.refero.design/style/917048a3-53b3-44e6-ab33-faefc4dcc9df
Design Full-Time,dark,design,dark,docs/refero/styles/design-full-time-80b2cc74/DESIGN.md,https://styles.refero.design/style/80b2cc74-62c5-4898-bc2b-12aa94ed2943
WGSN,light,other,light,docs/refero/styles/wgsn-6cf3aec4/DESIGN.md,https://styles.refero.design/style/6cf3aec4-d028-44b0-b634-cc93e6c08e3c
IFTTT,dark,productivity,dark,docs/refero/styles/ifttt-635b7769/DESIGN.md,https://styles.refero.design/style/635b7769-7517-48ac-bb95-2ad7fa337e54
Franco Maria Ricci Editore,light,media,light,docs/refero/styles/franco-maria-ricci-editore-6120469b/DESIGN.md,https://styles.refero.design/style/6120469b-a1c8-46d3-b7fd-8aa6dc22c0d9
Hugo & Marie,light,agency,light,docs/refero/styles/hugo-and-marie-58a36cba/DESIGN.md,https://styles.refero.design/style/58a36cba-3fc4-48fa-a7d9-7f14592b7857
Gocardless,light,fintech,light,docs/refero/styles/gocardless-48ae4f04/DESIGN.md,https://styles.refero.design/style/48ae4f04-21cb-4ab3-8752-33b626a48c95
Circa,dark,agency,dark,docs/refero/styles/circa-3baaccae/DESIGN.md,https://styles.refero.design/style/3baaccae-2415-46c8-b71f-a45a002944aa
Daniellelevitt,mixed,design,both,docs/refero/styles/daniellelevitt-1a8d2d66/DESIGN.md,https://styles.refero.design/style/1a8d2d66-bb84-4929-acbe-2685fc9ab6e7
Gio Pandone,light,design,light,docs/refero/styles/gio-pandone-eba58fb4/DESIGN.md,https://styles.refero.design/style/eba58fb4-955d-40b7-ac11-76c74caf2a53
큰그림컴퍼니,light,agency,light,docs/refero/styles/style-eafe33bf/DESIGN.md,https://styles.refero.design/style/eafe33bf-6f53-4619-b279-686ad5869799
Icam inox s.r.l.,light,other,light,docs/refero/styles/icam-inox-s-r-l-e51d5c11/DESIGN.md,https://styles.refero.design/style/e51d5c11-0190-40c8-9f73-92ba82488692
Studio Oker,dark,design,dark,docs/refero/styles/studio-oker-e045b276/DESIGN.md,https://styles.refero.design/style/e045b276-ae8d-442e-98de-fa8650e284de
XXXI.studio,light,design,light,docs/refero/styles/xxxi-studio-c9a6ceb4/DESIGN.md,https://styles.refero.design/style/c9a6ceb4-c17c-4db5-9561-2f1af6b141a2
Extract,light,design,light,docs/refero/styles/extract-c4e125b6/DESIGN.md,https://styles.refero.design/style/c4e125b6-e3a3-4509-b06f-f0169216a394
Fiz,light,design,light,docs/refero/styles/fiz-ab0a904b/DESIGN.md,https://styles.refero.design/style/ab0a904b-3a49-4114-9efc-965022a6340e
Tofu Collective,light,other,light,docs/refero/styles/tofu-collective-aafac8e5/DESIGN.md,https://styles.refero.design/style/aafac8e5-a274-4273-8b5f-60414992a5d0
Magnetism,dark,agency,dark,docs/refero/styles/magnetism-a8a1e9e6/DESIGN.md,https://styles.refero.design/style/a8a1e9e6-d252-49c7-b201-91b3055487df
Flutterwave Design,light,design,light,docs/refero/styles/flutterwave-design-97bbc1bd/DESIGN.md,https://styles.refero.design/style/97bbc1bd-873f-4048-b4cc-b20ea2e70097
Prisma Labs,light,design,light,docs/refero/styles/prisma-labs-8d37e9dd/DESIGN.md,https://styles.refero.design/style/8d37e9dd-1d6b-4b60-a636-55aa3e0fc238
Bitofdenim,light,ecommerce,light,docs/refero/styles/bitofdenim-823eb3b6/DESIGN.md,https://styles.refero.design/style/823eb3b6-af04-4f13-875e-d83870cd48e1
Peppasauce,dark,ecommerce,dark,docs/refero/styles/peppasauce-7dd00c2f/DESIGN.md,https://styles.refero.design/style/7dd00c2f-85bf-40ce-8166-b0d09d4e329d
Nev Flynn,light,design,light,docs/refero/styles/nev-flynn-712d5132/DESIGN.md,https://styles.refero.design/style/712d5132-5784-4e43-bb8c-941daa362641
Relate dot App,light,other,light,docs/refero/styles/relate-dot-app-6bc9448b/DESIGN.md,https://styles.refero.design/style/6bc9448b-5d39-4aba-9007-25c7a2aedbad
Madebyon,dark,agency,dark,docs/refero/styles/madebyon-64ba8e77/DESIGN.md,https://styles.refero.design/style/64ba8e77-d1be-48a2-a47d-bdd46e139b8f
Ashleyandco,light,ecommerce,light,docs/refero/styles/ashleyandco-645d7583/DESIGN.md,https://styles.refero.design/style/645d7583-8391-455b-83d2-c95fb7fe91dc
Diogo Akio,dark,design,dark,docs/refero/styles/diogo-akio-55509c15/DESIGN.md,https://styles.refero.design/style/55509c15-4b34-489e-9a81-bfa5468ffd37
Numbered,dark,agency,dark,docs/refero/styles/numbered-50f0b6d5/DESIGN.md,https://styles.refero.design/style/50f0b6d5-9e96-42a1-9564-a6e99c289f98
Philip Hugle,light,design,light,docs/refero/styles/philip-hugle-48d0714a/DESIGN.md,https://styles.refero.design/style/48d0714a-7f0e-4b62-b297-1220a825454b
CHAIBOY,dark,ecommerce,dark,docs/refero/styles/chaiboy-442dfaf8/DESIGN.md,https://styles.refero.design/style/442dfaf8-c0c6-467b-a8d4-54e953c049f3
Guillaume Tomasi,light,design,light,docs/refero/styles/guillaume-tomasi-430253c2/DESIGN.md,https://styles.refero.design/style/430253c2-013d-4a47-a234-d1fa62dbc4bd
Jant,dark,other,dark,docs/refero/styles/jant-4182357d/DESIGN.md,https://styles.refero.design/style/4182357d-b0e6-46b2-a462-3e630e831085
Rains INT,light,ecommerce,light,docs/refero/styles/rains-int-38c8a8c9/DESIGN.md,https://styles.refero.design/style/38c8a8c9-4d2e-462a-bff0-80c9d9619ef2
Riverside,dark,media,dark,docs/refero/styles/riverside-09b5a06b/DESIGN.md,https://styles.refero.design/style/09b5a06b-29dc-4d17-8722-d29bd93010c8
Essie Wine,light,other,light,docs/refero/styles/essie-wine-07f5281d/DESIGN.md,https://styles.refero.design/style/07f5281d-2a18-4e12-a8ff-d54d3e03d198
Alec Babala,dark,design,dark,docs/refero/styles/alec-babala-067b502e/DESIGN.md,https://styles.refero.design/style/067b502e-e428-4b7c-a367-fd10b4b58395
Framer,dark,design,dark,docs/refero/styles/framer-242db326/DESIGN.md,https://styles.refero.design/style/242db326-a6f3-482a-b12e-5e7f8af94981
Passionfroot,light,ai,light,docs/refero/styles/passionfroot-aaaa705d/DESIGN.md,https://styles.refero.design/style/aaaa705d-3042-4355-ad30-13360f04e403
Hungry Tiger,dark,ecommerce,dark,docs/refero/styles/hungry-tiger-47f15da7/DESIGN.md,https://styles.refero.design/style/47f15da7-8905-45b3-bcab-06a4277c6168
INVERSA,dark,other,dark,docs/refero/styles/inversa-8a6dc9c8/DESIGN.md,https://styles.refero.design/style/8a6dc9c8-7892-4eab-baaa-3c342d5671f2
Studio Thomas,light,design,light,docs/refero/styles/studio-thomas-f2b24dce/DESIGN.md,https://styles.refero.design/style/f2b24dce-5b1f-47c2-8ef6-bbbd08b68826
Alba Condos,light,other,light,docs/refero/styles/alba-condos-cca15550/DESIGN.md,https://styles.refero.design/style/cca15550-7845-46c6-8b12-b69c46e1a2b4
Atlassian,light,saas,light,docs/refero/styles/atlassian-c08ebca5/DESIGN.md,https://styles.refero.design/style/c08ebca5-87d4-4c19-a5d7-ae5e670dae11
LogoArchive,dark,design,dark,docs/refero/styles/logoarchive-b63cc4ca/DESIGN.md,https://styles.refero.design/style/b63cc4ca-52c6-4b70-9a5a-cb04bae15edb
Uniswap,light,crypto,light,docs/refero/styles/uniswap-b0cb2465/DESIGN.md,https://styles.refero.design/style/b0cb2465-ad7b-4657-a2e4-b8c793355cd3
Popcorn,light,other,light,docs/refero/styles/popcorn-93fe74fd/DESIGN.md,https://styles.refero.design/style/93fe74fd-bac8-4d13-9d5b-3b5e242f74e6
Ruben Meines,light,agency,light,docs/refero/styles/ruben-meines-903284f3/DESIGN.md,https://styles.refero.design/style/903284f3-e121-4e20-bd0c-261ae7c26c3d
MAD,light,design,light,docs/refero/styles/mad-4ab90069/DESIGN.md,https://styles.refero.design/style/4ab90069-caed-4431-ade3-fcc44ef5e568
V–A–C,light,media,light,docs/refero/styles/v-a-c-40154dc4/DESIGN.md,https://styles.refero.design/style/40154dc4-e681-4df9-be01-a6681d5887a6
DrawHistory,light,agency,light,docs/refero/styles/drawhistory-25246b10/DESIGN.md,https://styles.refero.design/style/25246b10-83a4-4f51-a411-cf85503b94a8
Nornorm,light,saas,light,docs/refero/styles/nornorm-0769ff4c/DESIGN.md,https://styles.refero.design/style/0769ff4c-f719-4865-98df-de2f44c694a6
Hugo Ferradas,dark,design,dark,docs/refero/styles/hugo-ferradas-e766eef9/DESIGN.md,https://styles.refero.design/style/e766eef9-80e6-4912-bf0f-446b0904b6ea
OhDada,light,design,light,docs/refero/styles/ohdada-d69af89b/DESIGN.md,https://styles.refero.design/style/d69af89b-cb31-426d-b9aa-c21d127b8947
PropellerAi,light,ai,light,docs/refero/styles/propellerai-a2e08637/DESIGN.md,https://styles.refero.design/style/a2e08637-bd7e-4302-ab44-52a5eaa37917
MediaOptions,light,other,light,docs/refero/styles/mediaoptions-95cccc8d/DESIGN.md,https://styles.refero.design/style/95cccc8d-c35a-4da0-8563-5fd5f2c7d6eb
Andreas Antonsson,dark,agency,dark,docs/refero/styles/andreas-antonsson-d14acfe3/DESIGN.md,https://styles.refero.design/style/d14acfe3-20ea-4c18-be22-aba396b4fa80
Trawelt,dark,agency,dark,docs/refero/styles/trawelt-fade1fe1/DESIGN.md,https://styles.refero.design/style/fade1fe1-bbd3-4b1a-ae19-fe88f6744fe0
Mother Design,light,design,light,docs/refero/styles/mother-design-f40e6a6c/DESIGN.md,https://styles.refero.design/style/f40e6a6c-1704-407a-b21b-6141fb90adfe
Thisispam,light,design,light,docs/refero/styles/thisispam-f352b093/DESIGN.md,https://styles.refero.design/style/f352b093-1ba7-49c7-9ce3-ad73cf9a1aee
Stark,light,saas,light,docs/refero/styles/stark-ea9c37e8/DESIGN.md,https://styles.refero.design/style/ea9c37e8-c56c-42aa-8e81-9b55222a5cd3
Интранетус,light,productivity,light,docs/refero/styles/style-e4d08b91/DESIGN.md,https://styles.refero.design/style/e4d08b91-f251-4dc8-b30f-147e4a762ed3
Magda Reyman,light,design,light,docs/refero/styles/magda-reyman-d60499c7/DESIGN.md,https://styles.refero.design/style/d60499c7-9e48-4bdf-8194-c168bb274c9e
